"text","player"
"  Fare thee well.","REGAN"
"When shall I come to th' top of that same hill?","GLOUCESTER"
"You do climb up it now. Look how we labor.","EDGAR"
"Methinks the ground is even.","GLOUCESTER"
"  Horrible steep.","EDGAR"
"Hark, do you hear the sea?","EDGAR"
"  No, truly.","GLOUCESTER"
"Why then, your other senses grow imperfect","EDGAR"
"By your eyes' anguish.","EDGAR"
"  So may it be indeed.","GLOUCESTER"
"Methinks thy voice is altered and thou speak'st","GLOUCESTER"
"In better phrase and matter than thou didst.","GLOUCESTER"
"You're much deceived; in nothing am I changed","EDGAR"
"But in my garments.","EDGAR"
"  Methinks you're better spoken.","GLOUCESTER"
"Come on, sir. Here's the place. Stand still. How","EDGAR"
"fearful","EDGAR"
"And dizzy 'tis to cast one's eyes so low!","EDGAR"
"The crows and choughs that wing the midway air","EDGAR"
"Show scarce so gross as beetles. Halfway down","EDGAR"
"Hangs one that gathers samphire--dreadful trade;","EDGAR"
"Methinks he seems no bigger than his head.","EDGAR"
"The fishermen that walk upon the beach","EDGAR"
"Appear like mice, and yond tall anchoring bark","EDGAR"
"Diminished to her cock, her cock a buoy","EDGAR"
"Almost too small for sight. The murmuring surge","EDGAR"
"That on th' unnumbered idle pebble chafes","EDGAR"
"Cannot be heard so high. I'll look no more","EDGAR"
"Lest my brain turn and the deficient sight","EDGAR"
"Topple down headlong.","EDGAR"
"  Set me where you stand.","GLOUCESTER"
"Give me your hand. You are now within a foot","EDGAR"
"Of th' extreme verge. For all beneath the moon","EDGAR"
"Would I not leap upright.","EDGAR"
"  Let go my hand.","GLOUCESTER"
"Here, friend, 's another purse; in it a jewel","GLOUCESTER"
"Well worth a poor man's taking. Fairies and gods","GLOUCESTER"
"Prosper it with thee.	","GLOUCESTER"
"Go thou further off.","GLOUCESTER"
"Bid me farewell, and let me hear thee going.","GLOUCESTER"
", ","EDGAR"
"Now fare you well, good sir.","EDGAR"
"  With all my heart.","GLOUCESTER"
", ","EDGAR"
"Why I do trifle thus with his despair","EDGAR"
"Is done to cure it.","EDGAR"
"  O you mighty gods!	","GLOUCESTER"
"This world I do renounce, and in your sights","GLOUCESTER"
"Shake patiently my great affliction off.","GLOUCESTER"
"If I could bear it longer, and not fall","GLOUCESTER"
"To quarrel with your great opposeless wills,","GLOUCESTER"
"My snuff and loathed part of nature should","GLOUCESTER"
"Burn itself out. If Edgar live, O, bless him!--","GLOUCESTER"
"Now, fellow, fare thee well.	","GLOUCESTER"
"  Gone, sir. Farewell.--","EDGAR"
"And yet I know not how conceit may rob","EDGAR"
"The treasury of life, when life itself","EDGAR"
"Yields to the theft. Had he been where he thought,","EDGAR"
"By this had thought been past. Alive or dead?--","EDGAR"
"Ho you, sir! Friend, hear you. Sir, speak.--","EDGAR"
"Thus might he pass indeed. Yet he revives.--","EDGAR"
"What are you, sir?","EDGAR"
"  Away, and let me die.","GLOUCESTER"
"Hadst thou been aught but gossamer, feathers, air,","EDGAR"
"So many fathom down precipitating,","EDGAR"
"Thou 'dst shivered like an egg; but thou dost","EDGAR"
"breathe,","EDGAR"
"Hast heavy substance, bleed'st not, speak'st, art","EDGAR"
"sound.","EDGAR"
"Ten masts at each make not the altitude","EDGAR"
"Which thou hast perpendicularly fell.","EDGAR"
"Thy life's a miracle. Speak yet again.","EDGAR"
"  But have I fall'n or no?","GLOUCESTER"
"From the dread summit of this chalky bourn.","EDGAR"
"Look up a-height. The shrill-gorged lark so far","EDGAR"
"Cannot be seen or heard. Do but look up.","EDGAR"
"  Alack, I have no eyes.","GLOUCESTER"
"Is wretchedness deprived that benefit","GLOUCESTER"
"To end itself by death? 'Twas yet some comfort","GLOUCESTER"
"When misery could beguile the tyrant's rage","GLOUCESTER"
"And frustrate his proud will.","GLOUCESTER"
"  Give me your arm.","EDGAR"
"Up. So, how is 't? Feel you your legs? You stand.","EDGAR"
"Too well, too well.","GLOUCESTER"
"  This is above all strangeness.","EDGAR"
"Upon the crown o' th' cliff, what thing was that","EDGAR"
"Which parted from you?","EDGAR"
"  A poor unfortunate beggar.","GLOUCESTER"
"As I stood here below, methought his eyes","EDGAR"
"Were two full moons; he had a thousand noses,","EDGAR"
"Horns whelked and waved like the enraged sea.","EDGAR"
"It was some fiend. Therefore, thou happy father,","EDGAR"
"Think that the clearest gods, who make them","EDGAR"
"honors","EDGAR"
"Of men's impossibilities, have preserved thee.","EDGAR"
"I do remember now. Henceforth I'll bear","GLOUCESTER"
"Affliction till it do cry out itself","GLOUCESTER"
"Enough, enough! and die. That thing you speak of,","GLOUCESTER"
"I took it for a man. Often 'twould say","GLOUCESTER"
"The fiend, the fiend! He led me to that place.","GLOUCESTER"
"Bear free and patient thoughts.","EDGAR"
"But who comes here?","EDGAR"
"The safer sense will ne'er accommodate","EDGAR"
"His master thus.","EDGAR"
"  No, they cannot touch me for coining. I am the","LEAR"
"King himself.","LEAR"
"  O, thou side-piercing sight!","EDGAR"
"  Nature's above art in that respect. There's your","LEAR"
"press-money. That fellow handles his bow like a","LEAR"
"crowkeeper. Draw me a clothier's yard. Look, look,","LEAR"
"a mouse! Peace, peace! This piece of toasted cheese","LEAR"
"will do 't. There's my gauntlet; I'll prove it on a","LEAR"
"giant. Bring up the brown bills. O, well flown, bird!","LEAR"
"I' th' clout, i' th' clout! Hewgh! Give the word.","LEAR"
"  Sweet marjoram.","EDGAR"
"  Pass.","LEAR"
"  I know that voice.","GLOUCESTER"
"  Ha! Goneril with a white beard? They flattered","LEAR"
"me like a dog and told me I had the white hairs in","LEAR"
"my beard ere the black ones were there. To say ""ay""","LEAR"
"and ""no"" to everything that I said ""ay"" and ""no"" to","LEAR"
"was no good divinity. When the rain came to wet me","LEAR"
"once and the wind to make me chatter, when the","LEAR"
"thunder would not peace at my bidding, there I","LEAR"
"found 'em, there I smelt 'em out. Go to. They are","LEAR"
"not men o' their words; they told me I was everything.","LEAR"
"'Tis a lie. I am not ague-proof.","LEAR"
"The trick of that voice I do well remember.","GLOUCESTER"
"Is 't not the King?","GLOUCESTER"
"  Ay, every inch a king.","LEAR"
"When I do stare, see how the subject quakes.","LEAR"
"I pardon that man's life. What was thy cause?","LEAR"
"Adultery? Thou shalt not die. Die for adultery? No.","LEAR"
"The wren goes to 't, and the small gilded fly does","LEAR"
"lecher in my sight. Let copulation thrive, for","LEAR"
"Gloucester's bastard son was kinder to his father","LEAR"
"than my daughters got 'tween the lawful sheets. To","LEAR"
"'t, luxury, pell-mell, for I lack soldiers. Behold yond","LEAR"
"simp'ring dame, whose face between her forks","LEAR"
"presages snow, that minces virtue and does shake","LEAR"
"the head to hear of pleasure's name. The fitchew","LEAR"
"nor the soiled horse goes to 't with a more riotous","LEAR"
"appetite. Down from the waist they are centaurs,","LEAR"
"though women all above. But to the girdle do the","LEAR"
"gods inherit; beneath is all the fiend's. There's hell,","LEAR"
"there's darkness, there is the sulphurous pit; burning,","LEAR"
"scalding, stench, consumption! Fie, fie, fie, pah,","LEAR"
"pah! Give me an ounce of civet, good apothecary;","LEAR"
"sweeten my imagination. There's money for thee.","LEAR"
"  O, let me kiss that hand!","GLOUCESTER"
"  Let me wipe it first; it smells of mortality.","LEAR"
"O ruined piece of nature! This great world","GLOUCESTER"
"Shall so wear out to naught. Dost thou know me?","GLOUCESTER"
"  I remember thine eyes well enough. Dost thou","LEAR"
"squinny at me? No, do thy worst, blind Cupid, I'll","LEAR"
"not love. Read thou this challenge. Mark but the","LEAR"
"penning of it.","LEAR"
"Were all thy letters suns, I could not see.","GLOUCESTER"
", ","EDGAR"
"I would not take this from report. It is,","EDGAR"
"And my heart breaks at it.","EDGAR"
"  Read.","LEAR"
"  What, with the case of eyes?","GLOUCESTER"
"  O ho, are you there with me? No eyes in your","LEAR"
"head, nor no money in your purse? Your eyes are in","LEAR"
"a heavy case, your purse in a light, yet you see how","LEAR"
"this world goes.","LEAR"
"  I see it feelingly.","GLOUCESTER"
"  What, art mad? A man may see how this world","LEAR"
"goes with no eyes. Look with thine ears. See how","LEAR"
"yond justice rails upon yond simple thief. Hark in","LEAR"
"thine ear. Change places and, handy-dandy, which","LEAR"
"is the justice, which is the thief? Thou hast seen a","LEAR"
"farmer's dog bark at a beggar?","LEAR"
"  Ay, sir.","GLOUCESTER"
"  And the creature run from the cur? There thou","LEAR"
"might'st behold the great image of authority: a","LEAR"
"dog's obeyed in office.","LEAR"
"Thou rascal beadle, hold thy bloody hand!","LEAR"
"Why dost thou lash that whore? Strip thy own back.","LEAR"
"Thou hotly lusts to use her in that kind","LEAR"
"For which thou whipp'st her. The usurer hangs the","LEAR"
"cozener.","LEAR"
"Through tattered clothes small vices do appear.","LEAR"
"Robes and furred gowns hide all. Plate sin with","LEAR"
"gold,","LEAR"
"And the strong lance of justice hurtless breaks.","LEAR"
"Arm it in rags, a pygmy's straw does pierce it.","LEAR"
"None does offend, none, I say, none; I'll able 'em.","LEAR"
"Take that of me, my friend, who have the power","LEAR"
"To seal th' accuser's lips. Get thee glass eyes,","LEAR"
"And like a scurvy politician","LEAR"
"Seem to see the things thou dost not. Now, now,","LEAR"
"now, now.","LEAR"
"Pull off my boots. Harder, harder. So.","LEAR"
", ","EDGAR"
"O, matter and impertinency mixed,","EDGAR"
"Reason in madness!","EDGAR"
"If thou wilt weep my fortunes, take my eyes.","LEAR"
"I know thee well enough; thy name is Gloucester.","LEAR"
"Thou must be patient. We came crying hither;","LEAR"
"Thou know'st the first time that we smell the air","LEAR"
"We wawl and cry. I will preach to thee. Mark.","LEAR"
"  Alack, alack the day!","GLOUCESTER"
"When we are born, we cry that we are come","LEAR"
"To this great stage of fools.--This' a good block.","LEAR"
"It were a delicate stratagem to shoe","LEAR"
"A troop of horse with felt. I'll put 't in proof,","LEAR"
"And when I have stol'n upon these son-in-laws,","LEAR"
"Then kill, kill, kill, kill, kill, kill!","LEAR"
", ","GENTLEMAN"
"O, here he is.  Lay hand upon","GENTLEMAN"
"him.--Sir,","GENTLEMAN"
"Your most dear daughter--","GENTLEMAN"
"No rescue? What, a prisoner? I am even","LEAR"
"The natural fool of Fortune. Use me well.","LEAR"
"You shall have ransom. Let me have surgeons;","LEAR"
"I am cut to th' brains.","LEAR"
"  You shall have anything.","GENTLEMAN"
"  No seconds? All myself?","LEAR"
"Why, this would make a man a man of salt,","LEAR"
"To use his eyes for garden waterpots,","LEAR"
"Ay, and laying autumn's dust.","LEAR"
"I will die bravely like a smug bridegroom. What?","LEAR"
"I will be jovial. Come, come, I am a king,","LEAR"
"Masters, know you that?","LEAR"
"You are a royal one, and we obey you.","GENTLEMAN"
"  Then there's life in 't. Come, an you get it, you","LEAR"
"shall get it by running. Sa, sa, sa, sa.","LEAR"
"A sight most pitiful in the meanest wretch,","GENTLEMAN"
"Past speaking of in a king. Thou hast a daughter","GENTLEMAN"
"Who redeems nature from the general curse","GENTLEMAN"
"Which twain have brought her to.","GENTLEMAN"
"  Hail, gentle sir.","EDGAR"
"  Sir, speed you. What's your will?","GENTLEMAN"
"Do you hear aught, sir, of a battle toward?","EDGAR"
"Most sure and vulgar. Everyone hears that,","GENTLEMAN"
"Which can distinguish sound.","GENTLEMAN"
"  But, by your favor,","EDGAR"
"How near's the other army?","EDGAR"
"Near and on speedy foot. The main descry","GENTLEMAN"
"Stands on the hourly thought.","GENTLEMAN"
"  I thank you, sir. That's all.","EDGAR"
"Though that the Queen on special cause is here,","GENTLEMAN"
"Her army is moved on.","GENTLEMAN"
"  I thank you, sir.","EDGAR"
"You ever-gentle gods, take my breath from me;","GLOUCESTER"
"Let not my worser spirit tempt me again","GLOUCESTER"
"To die before you please.","GLOUCESTER"
"  Well pray you, father.","EDGAR"
"  Now, good sir, what are you?","GLOUCESTER"
"A most poor man, made tame to Fortune's blows,","EDGAR"
"Who, by the art of known and feeling sorrows,","EDGAR"
"Am pregnant to good pity. Give me your hand;","EDGAR"
"I'll lead you to some biding.","EDGAR"
"  Hearty thanks.","GLOUCESTER"
"The bounty and the benison of heaven","GLOUCESTER"
"To boot, and boot.","GLOUCESTER"
", ","OSWALD"
"A proclaimed prize! Most happy!","OSWALD"
"That eyeless head of thine was first framed flesh","OSWALD"
"To raise my fortunes. Thou old unhappy traitor,","OSWALD"
"Briefly thyself remember; the sword is out","OSWALD"
"That must destroy thee.","OSWALD"
"  Now let thy friendly hand","GLOUCESTER"
"Put strength enough to 't.","GLOUCESTER"
"  Wherefore, bold peasant,","OSWALD"
"Dar'st thou support a published traitor? Hence,","OSWALD"
"Lest that th' infection of his fortune take","OSWALD"
"Like hold on thee. Let go his arm.","OSWALD"
"  Chill not let go, zir, without vurther 'casion.","EDGAR"
"  Let go, slave, or thou diest!","OSWALD"
"  Good gentleman, go your gait, and let poor","EDGAR"
"volk pass. An 'chud ha' bin zwaggered out of my","EDGAR"
"life, 'twould not ha' bin zo long as 'tis by a vortnight.","EDGAR"
"Nay, come not near th' old man. Keep out,","EDGAR"
"che vor' ye, or Ise try whether your costard or my","EDGAR"
"ballow be the harder. Chill be plain with you.","EDGAR"
"  Out, dunghill.","OSWALD"
"  Chill pick your teeth, zir. Come, no matter vor","EDGAR"
"your foins.	","EDGAR"
", ","OSWALD"
"Slave, thou hast slain me. Villain, take my purse.","OSWALD"
"If ever thou wilt thrive, bury my body,","OSWALD"
"And give the letters which thou find'st about me","OSWALD"
"To Edmund, Earl of Gloucester. Seek him out","OSWALD"
"Upon the English party. O, untimely death! Death!","OSWALD"
"I know thee well, a serviceable villain,","EDGAR"
"As duteous to the vices of thy mistress","EDGAR"
"As badness would desire.","EDGAR"
"  What, is he dead?","GLOUCESTER"
"  Sit you down, father; rest you.","EDGAR"
"Let's see these pockets. The letters that he speaks of","EDGAR"
"May be my friends. He's dead; I am only sorry","EDGAR"
"He had no other deathsman. Let us see.","EDGAR"
"Leave, gentle wax, and, manners, blame us not.","EDGAR"
"To know our enemies' minds, we rip their hearts.","EDGAR"
"Their papers is more lawful.	","EDGAR"
"Let our reciprocal vows be remembered. You have","EDGAR"
"many opportunities to cut him off. If your will want","EDGAR"
"not, time and place will be fruitfully offered. There is","EDGAR"
"nothing done if he return the conqueror. Then am I","EDGAR"
"the prisoner, and his bed my jail, from the loathed","EDGAR"
"warmth whereof deliver me and supply the place for","EDGAR"
"your labor.","EDGAR"
"	Your (wife, so I would say) affectionate servant,","EDGAR"
"and, for you, her own for venture,	Goneril.","EDGAR"
"O indistinguished space of woman's will!","EDGAR"
"A plot upon her virtuous husband's life,","EDGAR"
"And the exchange my brother.--Here, in the sands","EDGAR"
"Thee I'll rake up, the post unsanctified","EDGAR"
"Of murderous lechers; and in the mature time","EDGAR"
"With this ungracious paper strike the sight","EDGAR"
"Of the death-practiced duke. For him 'tis well","EDGAR"
"That of thy death and business I can tell.","EDGAR"
"The King is mad. How stiff is my vile sense","GLOUCESTER"
"That I stand up and have ingenious feeling","GLOUCESTER"
"Of my huge sorrows! Better I were distract.","GLOUCESTER"
"So should my thoughts be severed from my griefs,","GLOUCESTER"
"And woes, by wrong imaginations, lose","GLOUCESTER"
"The knowledge of themselves.	","GLOUCESTER"
"  Give me your hand.","EDGAR"
"Far off methinks I hear the beaten drum.","EDGAR"
"Come, father, I'll bestow you with a friend.","EDGAR"
"O, thou good Kent, how shall I live and work","CORDELIA"
"To match thy goodness? My life will be too short,","CORDELIA"
"And every measure fail me.","CORDELIA"
"To be acknowledged, madam, is o'erpaid.","KENT"
"All my reports go with the modest truth,","KENT"
"Nor more, nor clipped, but so.","KENT"
"  Be better suited.","CORDELIA"
"These weeds are memories of those worser hours.","CORDELIA"
"I prithee put them off.","CORDELIA"
"  Pardon, dear madam.","KENT"
"Yet to be known shortens my made intent.","KENT"
"My boon I make it that you know me not","KENT"
"Till time and I think meet.","KENT"
"Then be 't so, my good lord.--How does the King?","CORDELIA"
"  Madam, sleeps still.","DOCTOR"
"  O, you kind gods,","CORDELIA"
"Cure this great breach in his abused nature!","CORDELIA"
"Th' untuned and jarring senses, O, wind up,","CORDELIA"
"Of this child-changed father!","CORDELIA"
"  So please your Majesty","DOCTOR"
"That we may wake the King? He hath slept","DOCTOR"
"long.","DOCTOR"
"Be governed by your knowledge, and proceed","CORDELIA"
"I' th' sway of your own will. Is he arrayed?","CORDELIA"
"Ay, madam. In the heaviness of sleep,","GENTLEMAN"
"We put fresh garments on him.","GENTLEMAN"
"Be by, good madam, when we do awake him.","DOCTOR"
"I doubt not of his temperance.","DOCTOR"
"  Very well.","CORDELIA"
"Please you, draw near.--Louder the music there.","DOCTOR"
", ","CORDELIA"
"O, my dear father, restoration hang","CORDELIA"
"Thy medicine on my lips, and let this kiss","CORDELIA"
"Repair those violent harms that my two sisters","CORDELIA"
"Have in thy reverence made.","CORDELIA"
"  Kind and dear princess.","KENT"
"Had you not been their father, these white flakes","CORDELIA"
"Did challenge pity of them. Was this a face","CORDELIA"
"To be opposed against the jarring winds?","CORDELIA"
"To stand against the deep dread-bolted thunder,","CORDELIA"
"In the most terrible and nimble stroke","CORDELIA"
"Of quick cross-lightning? To watch, poor perdu,","CORDELIA"
"With this thin helm? Mine enemy's dog,","CORDELIA"
"Though he had bit me, should have stood that night","CORDELIA"
"Against my fire. And wast thou fain, poor father,","CORDELIA"
"To hovel thee with swine and rogues forlorn","CORDELIA"
"In short and musty straw? Alack, alack,","CORDELIA"
"'Tis wonder that thy life and wits at once","CORDELIA"
"Had not concluded all.--He wakes. Speak to him.","CORDELIA"
"  Madam, do you; 'tis fittest.","DOCTOR"
"How does my royal lord? How fares your Majesty?","CORDELIA"
"You do me wrong to take me out o' th' grave.","LEAR"
"Thou art a soul in bliss, but I am bound","LEAR"
"Upon a wheel of fire, that mine own tears","LEAR"
"Do scald like molten lead.","LEAR"
"  Sir, do you know me?","CORDELIA"
"You are a spirit, I know. Where did you die?","LEAR"
"  Still, still, far wide.","CORDELIA"
"He's scarce awake. Let him alone awhile.","DOCTOR"
"Where have I been? Where am I? Fair daylight?","LEAR"
"I am mightily abused; I should e'en die with pity","LEAR"
"To see another thus. I know not what to say.","LEAR"
"I will not swear these are my hands. Let's see.","LEAR"
"I feel this pinprick. Would I were assured","LEAR"
"Of my condition!","LEAR"
"  O, look upon me, sir,","CORDELIA"
"And hold your hand in benediction o'er me.","CORDELIA"
"No, sir, you must not kneel.","CORDELIA"
"  Pray do not mock:","LEAR"
"I am a very foolish fond old man,","LEAR"
"Fourscore and upward, not an hour more nor less,","LEAR"
"And to deal plainly,","LEAR"
"I fear I am not in my perfect mind.","LEAR"
"Methinks I should know you and know this man,","LEAR"
"Yet I am doubtful, for I am mainly ignorant","LEAR"
"What place this is, and all the skill I have","LEAR"
"Remembers not these garments; nor I know not","LEAR"
"Where I did lodge last night. Do not laugh at me,","LEAR"
"For, as I am a man, I think this lady","LEAR"
"To be my child Cordelia.","LEAR"
",   And so I am; I am.","CORDELIA"
"Be your tears wet? Yes, faith. I pray, weep not.","LEAR"
"If you have poison for me, I will drink it.","LEAR"
"I know you do not love me, for your sisters","LEAR"
"Have, as I do remember, done me wrong.","LEAR"
"You have some cause; they have not.","LEAR"
"  No cause, no","CORDELIA"
"cause.","CORDELIA"
"  Am I in France?","LEAR"
"  In your own kingdom, sir.","KENT"
"  Do not abuse me.","LEAR"
"Be comforted, good madam. The great rage,","DOCTOR"
"You see, is killed in him, and yet it is danger","DOCTOR"
"To make him even o'er the time he has lost.","DOCTOR"
"Desire him to go in. Trouble him no more","DOCTOR"
"Till further settling.","DOCTOR"
"  Will 't please your Highness walk?","CORDELIA"
"  You must bear with me.","LEAR"
"Pray you now, forget, and forgive. I am old and","LEAR"
"foolish.	","LEAR"
"  Holds it true, sir, that the Duke of Cornwall","GENTLEMAN"
"was so slain?","GENTLEMAN"
"  Most certain, sir.","KENT"
"  Who is conductor of his people?","GENTLEMAN"
"  As 'tis said, the bastard son of Gloucester.","KENT"
"  They say Edgar, his banished son, is with","GENTLEMAN"
"the Earl of Kent in Germany.","GENTLEMAN"
"  Report is changeable. 'Tis time to look about.","KENT"
"The powers of the kingdom approach apace.","KENT"
"  The arbitrament is like to be bloody. Fare","GENTLEMAN"
"you well, sir.	","GENTLEMAN"
"My point and period will be throughly wrought,","KENT"
"Or well, or ill, as this day's battle's fought.","KENT"
", ","EDMUND"
"Know of the Duke if his last purpose hold,","EDMUND"
"Or whether since he is advised by aught","EDMUND"
"To change the course. He's full of alteration","EDMUND"
"And self-reproving. Bring his constant pleasure.","EDMUND"
"Our sister's man is certainly miscarried.","REGAN"
"'Tis to be doubted, madam.","EDMUND"
"  Now, sweet lord,","REGAN"
"You know the goodness I intend upon you;","REGAN"
"Tell me but truly, but then speak the truth,","REGAN"
"Do you not love my sister?","REGAN"
"  In honored love.","EDMUND"
"But have you never found my brother's way","REGAN"
"To the forfended place?","REGAN"
"  That thought abuses you.","EDMUND"
"I am doubtful that you have been conjunct","REGAN"
"And bosomed with her as far as we call hers.","REGAN"
"  No, by mine honor, madam.","EDMUND"
"I never shall endure her. Dear my lord,","REGAN"
"Be not familiar with her.","REGAN"
"Fear me not. She and the Duke, her husband.","EDMUND"
", ","GONERIL"
"I had rather lose the battle than that sister","GONERIL"
"Should loosen him and me.","GONERIL"
"Our very loving sister, well bemet.--","ALBANY"
"Sir, this I heard: the King is come to his daughter,","ALBANY"
"With others whom the rigor of our state","ALBANY"
"Forced to cry out. Where I could not be honest,","ALBANY"
"I never yet was valiant. For this business,","ALBANY"
"It touches us as France invades our land,","ALBANY"
"Not bolds the King, with others whom, I fear,","ALBANY"
"Most just and heavy causes make oppose.","ALBANY"
"Sir, you speak nobly.","EDMUND"
"  Why is this reasoned?","REGAN"
"Combine together 'gainst the enemy,","GONERIL"
"For these domestic and particular broils","GONERIL"
"Are not the question here.","GONERIL"
"  Let's then determine","ALBANY"
"With th' ancient of war on our proceeding.","ALBANY"
"I shall attend you presently at your tent.","EDMUND"
"  Sister, you'll go with us?","REGAN"
"  No.","GONERIL"
"'Tis most convenient. Pray, go with us.","REGAN"
", ","GONERIL"
"Oho, I know the riddle.--I will go.","GONERIL"
", ","EDGAR"
"If e'er your Grace had speech with man so poor,","EDGAR"
"Hear me one word.","EDGAR"
", ","ALBANY"
"I'll overtake you.--Speak.","ALBANY"
", ","EDGAR"
"Before you fight the battle, ope this letter.","EDGAR"
"If you have victory, let the trumpet sound","EDGAR"
"For him that brought it. Wretched though I seem,","EDGAR"
"I can produce a champion that will prove","EDGAR"
"What is avouched there. If you miscarry,","EDGAR"
"Your business of the world hath so an end,","EDGAR"
"And machination ceases. Fortune love you.","EDGAR"
"  Stay till I have read the letter.","ALBANY"
"  I was forbid it.","EDGAR"
"When time shall serve, let but the herald cry","EDGAR"
"And I'll appear again.	","EDGAR"
"Why, fare thee well. I will o'erlook thy paper.","ALBANY"
"The enemy's in view. Draw up your powers.","EDMUND"
"Here is the guess of their true strength and forces","EDMUND"
"By diligent discovery. But your haste","EDMUND"
"Is now urged on you.","EDMUND"
"  We will greet the time.","ALBANY"
"To both these sisters have I sworn my love,","EDMUND"
"Each jealous of the other as the stung","EDMUND"
"Are of the adder. Which of them shall I take?","EDMUND"
"Both? One? Or neither? Neither can be enjoyed","EDMUND"
"If both remain alive. To take the widow","EDMUND"
"Exasperates, makes mad her sister Goneril,","EDMUND"
"And hardly shall I carry out my side,","EDMUND"
"Her husband being alive. Now, then, we'll use","EDMUND"
"His countenance for the battle, which, being done,","EDMUND"
"Let her who would be rid of him devise","EDMUND"
"His speedy taking off. As for the mercy","EDMUND"
"Which he intends to Lear and to Cordelia,","EDMUND"
"The battle done and they within our power,","EDMUND"
"Shall never see his pardon, for my state","EDMUND"
"Stands on me to defend, not to debate.","EDMUND"
"Here, father, take the shadow of this tree","EDGAR"
"For your good host. Pray that the right may thrive.","EDGAR"
"If ever I return to you again,","EDGAR"
"I'll bring you comfort.","EDGAR"
"  Grace go with you, sir.","GLOUCESTER"
"Away, old man. Give me thy hand. Away.","EDGAR"
"King Lear hath lost, he and his daughter ta'en.","EDGAR"
"Give me thy hand. Come on.","EDGAR"
"No further, sir. A man may rot even here.","GLOUCESTER"
"What, in ill thoughts again? Men must endure","EDGAR"
"Their going hence even as their coming hither.","EDGAR"
"Ripeness is all. Come on.","EDGAR"
"  And that's true too.","GLOUCESTER"
"Some officers take them away. Good guard","EDMUND"
"Until their greater pleasures first be known","EDMUND"
"That are to censure them.","EDMUND"
",   We are not the first","CORDELIA"
"Who with best meaning have incurred the worst.","CORDELIA"
"For thee, oppressed king, I am cast down.","CORDELIA"
"Myself could else outfrown false Fortune's frown.","CORDELIA"
"Shall we not see these daughters and these sisters?","CORDELIA"
"No, no, no, no. Come, let's away to prison.","LEAR"
"We two alone will sing like birds i' th' cage.","LEAR"
"When thou dost ask me blessing, I'll kneel down","LEAR"
"And ask of thee forgiveness. So we'll live,","LEAR"
"And pray, and sing, and tell old tales, and laugh","LEAR"
"At gilded butterflies, and hear poor rogues","LEAR"
"Talk of court news, and we'll talk with them too--","LEAR"
"Who loses and who wins; who's in, who's out--","LEAR"
"And take upon 's the mystery of things,","LEAR"
"As if we were God's spies. And we'll wear out,","LEAR"
"In a walled prison, packs and sects of great ones","LEAR"
"That ebb and flow by th' moon.","LEAR"
"  Take them away.","EDMUND"
"Upon such sacrifices, my Cordelia,","LEAR"
"The gods themselves throw incense. Have I caught","LEAR"
"thee?","LEAR"
"He that parts us shall bring a brand from heaven","LEAR"
"And fire us hence like foxes. Wipe thine eyes.","LEAR"
"The good years shall devour them, flesh and fell,","LEAR"
"Ere they shall make us weep. We'll see 'em starved","LEAR"
"first.","LEAR"
"Come.","LEAR"
"  Come hither, captain. Hark.","EDMUND"
"Take thou this note. Go follow them to prison.","EDMUND"
"One step I have advanced thee. If thou dost","EDMUND"
"As this instructs thee, thou dost make thy way","EDMUND"
"To noble fortunes. Know thou this: that men","EDMUND"
"Are as the time is; to be tender-minded","EDMUND"
"Does not become a sword. Thy great employment","EDMUND"
"Will not bear question. Either say thou 'lt do 't,","EDMUND"
"Or thrive by other means.","EDMUND"
"  I'll do 't, my lord.","CAPTAIN"
"About it, and write ""happy"" when th' hast done.","EDMUND"
"Mark, I say, instantly, and carry it so","EDMUND"
"As I have set it down.","EDMUND"
"I cannot draw a cart, nor eat dried oats.","CAPTAIN"
"If it be man's work, I'll do 't.	","CAPTAIN"
", ","ALBANY"
"Sir, you have showed today your valiant strain,","ALBANY"
"And Fortune led you well. You have the captives","ALBANY"
"Who were the opposites of this day's strife.","ALBANY"
"I do require them of you, so to use them","ALBANY"
"As we shall find their merits and our safety","ALBANY"
"May equally determine.","ALBANY"
"  Sir, I thought it fit","EDMUND"
"To send the old and miserable king","EDMUND"
"To some retention and appointed guard,","EDMUND"
"Whose age had charms in it, whose title more,","EDMUND"
"To pluck the common bosom on his side","EDMUND"
"And turn our impressed lances in our eyes,","EDMUND"
"Which do command them. With him I sent the","EDMUND"
"Queen,","EDMUND"
"My reason all the same, and they are ready","EDMUND"
"Tomorrow, or at further space, t' appear","EDMUND"
"Where you shall hold your session. At this time","EDMUND"
"We sweat and bleed. The friend hath lost his friend,","EDMUND"
"And the best quarrels in the heat are cursed","EDMUND"
"By those that feel their sharpness.","EDMUND"
"The question of Cordelia and her father","EDMUND"
"Requires a fitter place.","EDMUND"
"  Sir, by your patience,","ALBANY"
"I hold you but a subject of this war,","ALBANY"
"Not as a brother.","ALBANY"
"  That's as we list to grace him.","REGAN"
"Methinks our pleasure might have been demanded","REGAN"
"Ere you had spoke so far. He led our powers,","REGAN"
"Bore the commission of my place and person,","REGAN"
"The which immediacy may well stand up","REGAN"
"And call itself your brother.","REGAN"
"  Not so hot.","GONERIL"
"In his own grace he doth exalt himself","GONERIL"
"More than in your addition.","GONERIL"
"  In my rights,","REGAN"
"By me invested, he compeers the best.","REGAN"
