"text","player"
"I have cast off forever.	","LEAR"
"  Do you mark that?","GONERIL"
"I cannot be so partial, Goneril,","ALBANY"
"To the great love I bear you--","ALBANY"
"  Pray you, content.--What, Oswald, ho!--","GONERIL"
"You, sir, more knave than Fool, after your master.","GONERIL"
"  Nuncle Lear, Nuncle Lear, tarry. Take the Fool","FOOL"
"with thee.","FOOL"
"	A fox, when one has caught her,","FOOL"
"	And such a daughter,","FOOL"
"	Should sure to the slaughter,","FOOL"
"	If my cap would buy a halter.","FOOL"
"	So the Fool follows after.	","FOOL"
"This man hath had good counsel. A hundred","GONERIL"
"knights!","GONERIL"
"'Tis politic and safe to let him keep","GONERIL"
"At point a hundred knights! Yes, that on every","GONERIL"
"dream,","GONERIL"
"Each buzz, each fancy, each complaint, dislike,","GONERIL"
"He may enguard his dotage with their powers","GONERIL"
"And hold our lives in mercy.--Oswald, I say!","GONERIL"
"  Well, you may fear too far.","ALBANY"
"  Safer than trust too far.","GONERIL"
"Let me still take away the harms I fear,","GONERIL"
"Not fear still to be taken. I know his heart.","GONERIL"
"What he hath uttered I have writ my sister.","GONERIL"
"If she sustain him and his hundred knights","GONERIL"
"When I have showed th' unfitness--","GONERIL"
"How now, Oswald?","GONERIL"
"What, have you writ that letter to my sister?","GONERIL"
"  Ay, madam.","OSWALD"
"Take you some company and away to horse.","GONERIL"
"Inform her full of my particular fear,","GONERIL"
"And thereto add such reasons of your own","GONERIL"
"As may compact it more. Get you gone,","GONERIL"
"And hasten your return.  No, no, my","GONERIL"
"lord,","GONERIL"
"This milky gentleness and course of yours,","GONERIL"
"Though I condemn not, yet, under pardon,","GONERIL"
"You are much more at task for want of wisdom","GONERIL"
"Than praised for harmful mildness.","GONERIL"
"How far your eyes may pierce I cannot tell.","ALBANY"
"Striving to better, oft we mar what's well.","ALBANY"
"  Nay, then--","GONERIL"
"  Well, well, th' event.","ALBANY"
",   Go you before to Gloucester with these","LEAR"
"letters. Acquaint my daughter no further with anything","LEAR"
"you know than comes from her demand out of","LEAR"
"the letter. If your diligence be not speedy, I shall be","LEAR"
"there afore you.","LEAR"
"  I will not sleep, my lord, till I have delivered","KENT"
"your letter.	","KENT"
"  If a man's brains were in 's heels, were 't not in","FOOL"
"danger of kibes?","FOOL"
"  Ay, boy.","LEAR"
"  Then, I prithee, be merry; thy wit shall not go","FOOL"
"slipshod.","FOOL"
"  Ha, ha, ha!","LEAR"
"  Shalt see thy other daughter will use thee kindly,","FOOL"
"for, though she's as like this as a crab's like an","FOOL"
"apple, yet I can tell what I can tell.","FOOL"
"  What canst tell, boy?","LEAR"
"  She will taste as like this as a crab does to a crab.","FOOL"
"Thou canst tell why one's nose stands i' th' middle","FOOL"
"on 's face?","FOOL"
"  No.","LEAR"
"  Why, to keep one's eyes of either side 's nose,","FOOL"
"that what a man cannot smell out he may spy into.","FOOL"
"  I did her wrong.","LEAR"
"  Canst tell how an oyster makes his shell?","FOOL"
"  No.","LEAR"
"  Nor I neither. But I can tell why a snail has a","FOOL"
"house.","FOOL"
"  Why?","LEAR"
"  Why, to put 's head in, not to give it away to his","FOOL"
"daughters and leave his horns without a case.","FOOL"
"  I will forget my nature. So kind a father!--Be","LEAR"
"my horses ready?	","LEAR"
"  Thy asses are gone about 'em. The reason why","FOOL"
"the seven stars are no more than seven is a pretty","FOOL"
"reason.","FOOL"
"  Because they are not eight.","LEAR"
"  Yes, indeed. Thou wouldst make a good Fool.","FOOL"
"  To take 't again perforce! Monster ingratitude!","LEAR"
"  If thou wert my Fool, nuncle, I'd have thee","FOOL"
"beaten for being old before thy time.","FOOL"
"  How's that?","LEAR"
"  Thou shouldst not have been old till thou hadst","FOOL"
"been wise.","FOOL"
"O, let me not be mad, not mad, sweet heaven!","LEAR"
"Keep me in temper. I would not be mad!","LEAR"
"How now, are the horses ready?","LEAR"
"  Ready, my lord.","GENTLEMAN"
"  Come, boy.","LEAR"
"She that's a maid now and laughs at my departure,","FOOL"
"Shall not be a maid long, unless things be cut","FOOL"
"shorter.","FOOL"
"  Save thee, Curan.","EDMUND"
"  And you, sir. I have been with your father and","CURAN"
"given him notice that the Duke of Cornwall and","CURAN"
"Regan his duchess will be here with him this night.","CURAN"
"  How comes that?","EDMUND"
"  Nay, I know not. You have heard of the news","CURAN"
"abroad?--I mean the whispered ones, for they are","CURAN"
"yet but ear-kissing arguments.","CURAN"
"  Not I. Pray you, what are they?","EDMUND"
"  Have you heard of no likely wars toward 'twixt","CURAN"
"the dukes of Cornwall and Albany?","CURAN"
"  Not a word.","EDMUND"
"  You may do, then, in time. Fare you well, sir.","CURAN"
"The Duke be here tonight? The better, best.","EDMUND"
"This weaves itself perforce into my business.","EDMUND"
"My father hath set guard to take my brother,","EDMUND"
"And I have one thing of a queasy question","EDMUND"
"Which I must act. Briefness and fortune work!--","EDMUND"
"Brother, a word. Descend. Brother, I say!","EDMUND"
"My father watches. O sir, fly this place!","EDMUND"
"Intelligence is given where you are hid.","EDMUND"
"You have now the good advantage of the night.","EDMUND"
"Have you not spoken 'gainst the Duke of Cornwall?","EDMUND"
"He's coming hither, now, i' th' night, i' th' haste,","EDMUND"
"And Regan with him. Have you nothing said","EDMUND"
"Upon his party 'gainst the Duke of Albany?","EDMUND"
"Advise yourself.","EDMUND"
"  I am sure on 't, not a word.","EDGAR"
"I hear my father coming. Pardon me.","EDMUND"
"In cunning I must draw my sword upon you.","EDMUND"
"Draw. Seem to defend yourself. Now, quit you","EDMUND"
"well.	","EDMUND"
"Yield! Come before my father! Light, hoa, here!","EDMUND"
" Fly, brother.--Torches, torches!","EDMUND"
"--So, farewell.	","EDMUND"
"Some blood drawn on me would beget opinion","EDMUND"
"Of my more fierce endeavor. I have seen drunkards","EDMUND"
"Do more than this in sport.	","EDMUND"
"Father, father!","EDMUND"
"Stop, stop! No help?","EDMUND"
"  Now, Edmund, where's the","GLOUCESTER"
"villain?","GLOUCESTER"
"Here stood he in the dark, his sharp sword out,","EDMUND"
"Mumbling of wicked charms, conjuring the moon","EDMUND"
"To stand auspicious mistress.","EDMUND"
"  But where is he?","GLOUCESTER"
"Look, sir, I bleed.","EDMUND"
"  Where is the villain,","GLOUCESTER"
"Edmund?","GLOUCESTER"
"Fled this way, sir, when by no means he could--","EDMUND"
"Pursue him, ho! Go after.  By no","GLOUCESTER"
"means what?","GLOUCESTER"
"Persuade me to the murder of your Lordship,","EDMUND"
"But that I told him the revenging gods","EDMUND"
"'Gainst parricides did all the thunder bend,","EDMUND"
"Spoke with how manifold and strong a bond","EDMUND"
"The child was bound to th' father--sir, in fine,","EDMUND"
"Seeing how loathly opposite I stood","EDMUND"
"To his unnatural purpose, in fell motion","EDMUND"
"With his prepared sword he charges home","EDMUND"
"My unprovided body, lanced mine arm;","EDMUND"
"And when he saw my best alarumed spirits,","EDMUND"
"Bold in the quarrel's right, roused to th' encounter,","EDMUND"
"Or whether ghasted by the noise I made,","EDMUND"
"Full suddenly he fled.","EDMUND"
"  Let him fly far!","GLOUCESTER"
"Not in this land shall he remain uncaught,","GLOUCESTER"
"And found--dispatch. The noble duke my master,","GLOUCESTER"
"My worthy arch and patron, comes tonight.","GLOUCESTER"
"By his authority I will proclaim it","GLOUCESTER"
"That he which finds him shall deserve our thanks,","GLOUCESTER"
"Bringing the murderous coward to the stake;","GLOUCESTER"
"He that conceals him, death.","GLOUCESTER"
"When I dissuaded him from his intent","EDMUND"
"And found him pight to do it, with curst speech","EDMUND"
"I threatened to discover him. He replied","EDMUND"
"Thou unpossessing bastard, dost thou think
If I would stand against thee, would the reposal
Of any trust, virtue, or worth in thee
Make thy words faithed? No. What I should
deny--
As this I would, though thou didst produce
My very character--I'd turn it all
To thy suggestion, plot, and damned practice.
And thou must make a dullard of the world
If they not thought the profits of my death
Were very pregnant and potential spurs
To make thee seek it.","EDMUND"
"  O strange and fastened villain!","GLOUCESTER"
"Would he deny his letter, said he?","GLOUCESTER"
"I never got him.	","GLOUCESTER"
"Hark, the Duke's trumpets. I know not why he","GLOUCESTER"
"comes.","GLOUCESTER"
"All ports I'll bar. The villain shall not 'scape.","GLOUCESTER"
"The Duke must grant me that. Besides, his picture","GLOUCESTER"
"I will send far and near, that all the kingdom","GLOUCESTER"
"May have due note of him. And of my land,","GLOUCESTER"
"Loyal and natural boy, I'll work the means","GLOUCESTER"
"To make thee capable.","GLOUCESTER"
"How now, my noble friend? Since I came hither,","CORNWALL"
"Which I can call but now, I have heard strange","CORNWALL"
"news.","CORNWALL"
"If it be true, all vengeance comes too short","REGAN"
"Which can pursue th' offender. How dost, my","REGAN"
"lord?","REGAN"
"O madam, my old heart is cracked; it's cracked.","GLOUCESTER"
"What, did my father's godson seek your life?","REGAN"
"He whom my father named, your Edgar?","REGAN"
"O lady, lady, shame would have it hid!","GLOUCESTER"
"Was he not companion with the riotous knights","REGAN"
"That tended upon my father?","REGAN"
"I know not, madam. 'Tis too bad, too bad.","GLOUCESTER"
"Yes, madam, he was of that consort.","EDMUND"
"No marvel, then, though he were ill affected.","REGAN"
"'Tis they have put him on the old man's death,","REGAN"
"To have th' expense and waste of his revenues.","REGAN"
"I have this present evening from my sister","REGAN"
"Been well informed of them, and with such cautions","REGAN"
"That if they come to sojourn at my house","REGAN"
"I'll not be there.","REGAN"
"  Nor I, assure thee, Regan.--","CORNWALL"
"Edmund, I hear that you have shown your father","CORNWALL"
"A childlike office.","CORNWALL"
"  It was my duty, sir.","EDMUND"
"He did bewray his practice, and received","GLOUCESTER"
"This hurt you see striving to apprehend him.","GLOUCESTER"
"  Is he pursued?","CORNWALL"
"  Ay, my good lord.","GLOUCESTER"
"If he be taken, he shall never more","CORNWALL"
"Be feared of doing harm. Make your own purpose,","CORNWALL"
"How in my strength you please.--For you, Edmund,","CORNWALL"
"Whose virtue and obedience doth this instant","CORNWALL"
"So much commend itself, you shall be ours.","CORNWALL"
"Natures of such deep trust we shall much need.","CORNWALL"
"You we first seize on.","CORNWALL"
"  I shall serve you, sir,","EDMUND"
"Truly, however else.","EDMUND"
"  For him I thank your Grace.","GLOUCESTER"
"You know not why we came to visit you--","CORNWALL"
"Thus out of season, threading dark-eyed night.","REGAN"
"Occasions, noble Gloucester, of some poise,","REGAN"
"Wherein we must have use of your advice.","REGAN"
"Our father he hath writ, so hath our sister,","REGAN"
"Of differences, which I best thought it fit","REGAN"
"To answer from our home. The several messengers","REGAN"
"From hence attend dispatch. Our good old friend,","REGAN"
"Lay comforts to your bosom and bestow","REGAN"
"Your needful counsel to our businesses,","REGAN"
"Which craves the instant use.","REGAN"
"  I serve you, madam.","GLOUCESTER"
"Your Graces are right welcome.","GLOUCESTER"
"  Good dawning to thee, friend. Art of this","OSWALD"
"house?","OSWALD"
"  Ay.","KENT"
"  Where may we set our horses?","OSWALD"
"  I' th' mire.","KENT"
"  Prithee, if thou lov'st me, tell me.","OSWALD"
"  I love thee not.","KENT"
"  Why then, I care not for thee.","OSWALD"
"  If I had thee in Lipsbury pinfold, I would make","KENT"
"thee care for me.","KENT"
"  Why dost thou use me thus? I know thee not.","OSWALD"
"  Fellow, I know thee.","KENT"
"  What dost thou know me for?","OSWALD"
"  A knave, a rascal, an eater of broken meats; a","KENT"
"base, proud, shallow, beggarly, three-suited, hundred-pound,","KENT"
"filthy worsted-stocking knave; a lily-livered,","KENT"
"action-taking, whoreson, glass-gazing, superserviceable,","KENT"
"finical rogue; one-trunk-inheriting","KENT"
"slave; one that wouldst be a bawd in way of good","KENT"
"service, and art nothing but the composition of a","KENT"
"knave, beggar, coward, pander, and the son and heir","KENT"
"of a mongrel bitch; one whom I will beat into","KENT"
"clamorous whining if thou deny'st the least syllable","KENT"
"of thy addition.","KENT"
"  Why, what a monstrous fellow art thou thus","OSWALD"
"to rail on one that is neither known of thee nor","OSWALD"
"knows thee!","OSWALD"
"  What a brazen-faced varlet art thou to deny thou","KENT"
"knowest me! Is it two days ago since I tripped up","KENT"
"thy heels and beat thee before the King? ","KENT"
" Draw, you rogue, for though it be night,","KENT"
"yet the moon shines. I'll make a sop o' th' moonshine","KENT"
"of you, you whoreson, cullionly barbermonger.","KENT"
"Draw!","KENT"
"  Away! I have nothing to do with thee.","OSWALD"
"  Draw, you rascal! You come with letters against","KENT"
"the King and take Vanity the puppet's part against","KENT"
"the royalty of her father. Draw, you rogue, or I'll so","KENT"
"carbonado your shanks! Draw, you rascal! Come","KENT"
"your ways.","KENT"
"  Help, ho! Murder! Help!","OSWALD"
"  Strike, you slave! Stand, rogue! Stand, you neat","KENT"
"slave! Strike!	","KENT"
"  Help, ho! Murder, murder!","OSWALD"
"  How now, what's the matter? Part!","EDMUND"
"  With you, goodman boy, if you please. Come, I'll","KENT"
"flesh you. Come on, young master.","KENT"
"Weapons? Arms? What's the matter here?","GLOUCESTER"
"  Keep peace, upon your lives! He dies that","CORNWALL"
"strikes again. What is the matter?","CORNWALL"
"The messengers from our sister and the King.","REGAN"
"  What is your difference? Speak.","CORNWALL"
"  I am scarce in breath, my lord.","OSWALD"
"  No marvel, you have so bestirred your valor.","KENT"
"You cowardly rascal, nature disclaims in thee; a","KENT"
"tailor made thee.","KENT"
"  Thou art a strange fellow. A tailor make a","CORNWALL"
"man?","CORNWALL"
"  A tailor, sir. A stonecutter or a painter could not","KENT"
"have made him so ill, though they had been but two","KENT"
"years o' th' trade.","KENT"
"  Speak yet, how grew your quarrel?","CORNWALL"
"  This ancient ruffian, sir, whose life I have","OSWALD"
"spared at suit of his gray beard--","OSWALD"
"  Thou whoreson zed, thou unnecessary letter!","KENT"
"--My lord, if you will give me leave, I will tread","KENT"
"this unbolted villain into mortar and daub the wall","KENT"
"of a jakes with him.--Spare my gray beard, you","KENT"
"wagtail?","KENT"
"  Peace, sirrah!","CORNWALL"
"You beastly knave, know you no reverence?","CORNWALL"
"Yes, sir, but anger hath a privilege.","KENT"
"  Why art thou angry?","CORNWALL"
"That such a slave as this should wear a sword,","KENT"
"Who wears no honesty. Such smiling rogues as","KENT"
"these,","KENT"
"Like rats, oft bite the holy cords atwain","KENT"
"Which are too intrinse t' unloose; smooth every","KENT"
"passion","KENT"
"That in the natures of their lords rebel--","KENT"
"Being oil to fire, snow to the colder moods--","KENT"
"Renege, affirm, and turn their halcyon beaks","KENT"
"With every gale and vary of their masters,","KENT"
"Knowing naught, like dogs, but following.--","KENT"
"A plague upon your epileptic visage!","KENT"
"Smile you my speeches, as I were a fool?","KENT"
"Goose, if I had you upon Sarum plain,","KENT"
"I'd drive you cackling home to Camelot.","KENT"
"  What, art thou mad, old fellow?","CORNWALL"
"  How fell you out? Say that.","GLOUCESTER"
"No contraries hold more antipathy","KENT"
"Than I and such a knave.","KENT"
"Why dost thou call him ""knave""? What is his fault?","CORNWALL"
"  His countenance likes me not.","KENT"
"No more, perchance, does mine, nor his, nor hers.","CORNWALL"
"Sir, 'tis my occupation to be plain:","KENT"
"I have seen better faces in my time","KENT"
"Than stands on any shoulder that I see","KENT"
"Before me at this instant.","KENT"
"  This is some fellow","CORNWALL"
"Who, having been praised for bluntness, doth affect","CORNWALL"
"A saucy roughness and constrains the garb","CORNWALL"
"Quite from his nature. He cannot flatter, he.","CORNWALL"
"An honest mind and plain, he must speak truth!","CORNWALL"
"An they will take it, so; if not, he's plain.","CORNWALL"
"These kind of knaves I know, which in this","CORNWALL"
"plainness","CORNWALL"
"Harbor more craft and more corrupter ends","CORNWALL"
"Than twenty silly-ducking observants","CORNWALL"
"That stretch their duties nicely.","CORNWALL"
"Sir, in good faith, in sincere verity,","KENT"
"Under th' allowance of your great aspect,","KENT"
"Whose influence, like the wreath of radiant fire","KENT"
"On flick'ring Phoebus' front--","KENT"
"  What mean'st by this?","CORNWALL"
"  To go out of my dialect, which you discommend","KENT"
"so much. I know, sir, I am no flatterer. He that","KENT"
"beguiled you in a plain accent was a plain knave,","KENT"
"which for my part I will not be, though I should","KENT"
"win your displeasure to entreat me to 't.","KENT"
",   What was th' offense you gave","CORNWALL"
"him?","CORNWALL"
"  I never gave him any.","OSWALD"
"It pleased the King his master very late","OSWALD"
"To strike at me, upon his misconstruction;","OSWALD"
"When he, compact, and flattering his displeasure,","OSWALD"
"Tripped me behind; being down, insulted, railed,","OSWALD"
"And put upon him such a deal of man","OSWALD"
"That worthied him, got praises of the King","OSWALD"
"For him attempting who was self-subdued;","OSWALD"
"And in the fleshment of this dread exploit,","OSWALD"
"Drew on me here again.","OSWALD"
"  None of these rogues and cowards","KENT"
"But Ajax is their fool.","KENT"
"  Fetch forth the stocks.--","CORNWALL"
"You stubborn ancient knave, you reverent braggart,","CORNWALL"
"We'll teach you.","CORNWALL"
"  Sir, I am too old to learn.","KENT"
"Call not your stocks for me. I serve the King,","KENT"
"On whose employment I was sent to you.","KENT"
"You shall do small respect, show too bold","KENT"
"malice","KENT"
"Against the grace and person of my master,","KENT"
"Stocking his messenger.","KENT"
"Fetch forth the stocks.--As I have life and honor,","CORNWALL"
"There shall he sit till noon.","CORNWALL"
"Till noon? Till night, my lord, and all night, too.","REGAN"
"Why, madam, if I were your father's dog,","KENT"
"You should not use me so.","KENT"
"  Sir, being his knave, I will.","REGAN"
"This is a fellow of the selfsame color","CORNWALL"
"Our sister speaks of.--Come, bring away the stocks.","CORNWALL"
"Let me beseech your Grace not to do so.","GLOUCESTER"
"His fault is much, and the good king his master","GLOUCESTER"
"Will check him for 't. Your purposed low correction","GLOUCESTER"
"Is such as basest and contemned'st wretches","GLOUCESTER"
"For pilf'rings and most common trespasses","GLOUCESTER"
"Are punished with. The King must take it ill","GLOUCESTER"
"That he, so slightly valued in his messenger,","GLOUCESTER"
"Should have him thus restrained.","GLOUCESTER"
"  I'll answer that.","CORNWALL"
"My sister may receive it much more worse","REGAN"
"To have her gentleman abused, assaulted","REGAN"
"For following her affairs.--Put in his legs.","REGAN"
"  Come, my good lord, away.","CORNWALL"
"I am sorry for thee, friend. 'Tis the Duke's","GLOUCESTER"
"pleasure,","GLOUCESTER"
"Whose disposition all the world well knows","GLOUCESTER"
"Will not be rubbed nor stopped. I'll entreat for thee.","GLOUCESTER"
"Pray, do not, sir. I have watched and traveled hard.","KENT"
"Some time I shall sleep out; the rest I'll whistle.","KENT"
"A good man's fortune may grow out at heels.","KENT"
"Give you good morrow.","KENT"
"The Duke's to blame in this. 'Twill be ill taken.","GLOUCESTER"
"Good king, that must approve the common saw,","KENT"
"Thou out of heaven's benediction com'st","KENT"
"To the warm sun.	","KENT"
"Approach, thou beacon to this under globe,","KENT"
"That by thy comfortable beams I may","KENT"
"Peruse this letter. Nothing almost sees miracles","KENT"
"But misery. I know 'tis from Cordelia,","KENT"
"Who hath most fortunately been informed","KENT"
"Of my obscured course, and shall find time","KENT"
"From this enormous state, seeking to give","KENT"
"Losses their remedies. All weary and o'erwatched,","KENT"
"Take vantage, heavy eyes, not to behold","KENT"
"This shameful lodging.","KENT"
"Fortune, good night. Smile once more; turn thy","KENT"
"wheel.","KENT"
"  I heard myself proclaimed,","EDGAR"
"And by the happy hollow of a tree","EDGAR"
"Escaped the hunt. No port is free; no place","EDGAR"
"That guard and most unusual vigilance","EDGAR"
"Does not attend my taking. Whiles I may 'scape,","EDGAR"
"I will preserve myself, and am bethought","EDGAR"
"To take the basest and most poorest shape","EDGAR"
"That ever penury in contempt of man","EDGAR"
"Brought near to beast. My face I'll grime with filth,","EDGAR"
"Blanket my loins, elf all my hairs in knots,","EDGAR"
"And with presented nakedness outface","EDGAR"
"The winds and persecutions of the sky.","EDGAR"
"The country gives me proof and precedent","EDGAR"
"Of Bedlam beggars who with roaring voices","EDGAR"
"Strike in their numbed and mortified arms","EDGAR"
"Pins, wooden pricks, nails, sprigs of rosemary,","EDGAR"
"And, with this horrible object, from low farms,","EDGAR"
"Poor pelting villages, sheepcotes, and mills,","EDGAR"
"Sometime with lunatic bans, sometime with prayers,","EDGAR"
"Enforce their charity. ""Poor Turlygod! Poor Tom!""","EDGAR"
"That's something yet. ""Edgar"" I nothing am.","EDGAR"
"'Tis strange that they should so depart from home","LEAR"
"And not send back my messenger.","LEAR"
"  As I learned,","GENTLEMAN"
"The night before there was no purpose in them","GENTLEMAN"
"Of this remove.","GENTLEMAN"
",   Hail to thee, noble master.","KENT"
"  Ha?","LEAR"
"Mak'st thou this shame thy pastime?","LEAR"
"  No, my lord.","KENT"
"  Ha, ha, he wears cruel garters. Horses are tied","FOOL"
"by the heads, dogs and bears by th' neck, monkeys","FOOL"
"by th' loins, and men by th' legs. When a man's","FOOL"
"overlusty at legs, then he wears wooden","FOOL"
"netherstocks.","FOOL"
"What's he that hath so much thy place mistook","LEAR"
"To set thee here?","LEAR"
"  It is both he and she,","KENT"
"Your son and daughter.","KENT"
"  No.","LEAR"
"  Yes.","KENT"
"  No, I say.","LEAR"
"  I say yea.","KENT"
"  By Jupiter, I swear no.","LEAR"
" By Juno, I swear ay.","KENT"
"  They durst not do 't.","LEAR"
"They could not, would not do 't. 'Tis worse than","LEAR"
"murder","LEAR"
"To do upon respect such violent outrage.","LEAR"
"Resolve me with all modest haste which way","LEAR"
"Thou might'st deserve or they impose this usage,","LEAR"
"Coming from us.","LEAR"
"  My lord, when at their home","KENT"
"I did commend your Highness' letters to them,","KENT"
"Ere I was risen from the place that showed","KENT"
"My duty kneeling, came there a reeking post,","KENT"
"Stewed in his haste, half breathless, panting forth","KENT"
"From Goneril his mistress salutations;","KENT"
"Delivered letters, spite of intermission,","KENT"
"Which presently they read; on whose contents","KENT"
"They summoned up their meiny, straight took","KENT"
"horse,","KENT"
"Commanded me to follow and attend","KENT"
"The leisure of their answer, gave me cold looks;","KENT"
"And meeting here the other messenger,","KENT"
"Whose welcome, I perceived, had poisoned mine,","KENT"
"Being the very fellow which of late","KENT"
"Displayed so saucily against your Highness,","KENT"
"Having more man than wit about me, drew.","KENT"
"He raised the house with loud and coward cries.","KENT"
"Your son and daughter found this trespass worth","KENT"
"The shame which here it suffers.","KENT"
"  Winter's not gone yet if the wild geese fly that","FOOL"
"way.","FOOL"
"	Fathers that wear rags","FOOL"
"	   Do make their children blind,","FOOL"
"	But fathers that bear bags","FOOL"
"	   Shall see their children kind.","FOOL"
"	Fortune, that arrant whore,","FOOL"
"	Ne'er turns the key to th' poor.","FOOL"
"But, for all this, thou shalt have as many dolors for","FOOL"
"thy daughters as thou canst tell in a year.","FOOL"
"O, how this mother swells up toward my heart!","LEAR"
"Hysterica passio, down, thou climbing sorrow!","LEAR"
"Thy element's below.--Where is this daughter?","LEAR"
"  With the Earl, sir, here within.","KENT"
",   Follow me not. Stay","LEAR"
"here.	","LEAR"
"Made you no more offense but what you speak of?","GENTLEMAN"
"  None.","KENT"
"How chance the King comes with so small a number?","KENT"
"  An thou hadst been set i' th' stocks for that","FOOL"
"question, thou 'dst well deserved it.","FOOL"
"  Why, Fool?","KENT"
"  We'll set thee to school to an ant to teach thee","FOOL"
"there's no laboring i' th' winter. All that follow","FOOL"
"their noses are led by their eyes but blind men, and","FOOL"
"there's not a nose among twenty but can smell him","FOOL"
"that's stinking. Let go thy hold when a great wheel","FOOL"
"runs down a hill lest it break thy neck with following;","FOOL"
"but the great one that goes upward, let him","FOOL"
"draw thee after. When a wise man gives thee better","FOOL"
"counsel, give me mine again. I would have none but","FOOL"
"knaves follow it, since a Fool gives it.","FOOL"
"	That sir which serves and seeks for gain,","FOOL"
"	   And follows but for form,","FOOL"
"	Will pack when it begins to rain","FOOL"
"	   And leave thee in the storm.","FOOL"
"	But I will tarry; the Fool will stay,","FOOL"
"	   And let the wise man fly.","FOOL"
"	The knave turns fool that runs away;","FOOL"
"	   The Fool no knave, perdie.","FOOL"
"  Where learned you this, Fool?","KENT"
"  Not i' th' stocks, fool.","FOOL"
"Deny to speak with me? They are sick? They are","LEAR"
"weary?","LEAR"
"They have traveled all the night? Mere fetches,","LEAR"
"The images of revolt and flying off.","LEAR"
"Fetch me a better answer.","LEAR"
"  My dear lord,","GLOUCESTER"
"You know the fiery quality of the Duke,","GLOUCESTER"
"How unremovable and fixed he is","GLOUCESTER"
"In his own course.","GLOUCESTER"
"Vengeance, plague, death, confusion!","LEAR"
"Fiery? What quality? Why Gloucester,","LEAR"
"Gloucester,","LEAR"
"I'd speak with the Duke of Cornwall and his wife.","LEAR"
"Well, my good lord, I have informed them so.","GLOUCESTER"
"Informed them? Dost thou understand me,","LEAR"
"man?","LEAR"
"  Ay, my good lord.","GLOUCESTER"
"The King would speak with Cornwall. The dear","LEAR"
"father","LEAR"
"Would with his daughter speak, commands, tends","LEAR"
"service.","LEAR"
"Are they ""informed"" of this? My breath and","LEAR"
"blood!","LEAR"
"Fiery? The fiery duke? Tell the hot duke that--","LEAR"
"No, but not yet. Maybe he is not well.","LEAR"
"Infirmity doth still neglect all office","LEAR"
"Whereto our health is bound. We are not ourselves","LEAR"
"When nature, being oppressed, commands the mind","LEAR"
"To suffer with the body. I'll forbear,","LEAR"
"And am fallen out with my more headier will,","LEAR"
"To take the indisposed and sickly fit","LEAR"
"For the sound man.  Death on","LEAR"
"my state! Wherefore","LEAR"
"Should he sit here? This act persuades me","LEAR"
"That this remotion of the Duke and her","LEAR"
"Is practice only. Give me my servant forth.","LEAR"
"Go tell the Duke and 's wife I'd speak with them.","LEAR"
"Now, presently, bid them come forth and hear me,","LEAR"
"Or at their chamber door I'll beat the drum","LEAR"
"Till it cry sleep to death.","LEAR"
"  I would have all well betwixt you.","GLOUCESTER"
"O me, my heart, my rising heart! But down!","LEAR"
"  Cry to it, nuncle, as the cockney did to the eels","FOOL"
"when she put 'em i' th' paste alive. She knapped","FOOL"
"'em o' th' coxcombs with a stick and cried ""Down,","FOOL"
"wantons, down!"" 'Twas her brother that in pure","FOOL"
"kindness to his horse buttered his hay.","FOOL"
"  Good morrow to you both.","LEAR"
"  Hail to your Grace.","CORNWALL"
"  I am glad to see your Highness.","REGAN"
"Regan, I think you are. I know what reason","LEAR"
"I have to think so: if thou shouldst not be glad,","LEAR"
"I would divorce me from thy mother's tomb,","LEAR"
"Sepulch'ring an adult'ress.  O, are you","LEAR"
"free?","LEAR"
"Some other time for that.--Beloved Regan,","LEAR"
"Thy sister's naught. O Regan, she hath tied","LEAR"
"Sharp-toothed unkindness, like a vulture, here.","LEAR"
"I can scarce speak to thee. Thou 'lt not believe","LEAR"
"With how depraved a quality--O Regan!","LEAR"
"I pray you, sir, take patience. I have hope","REGAN"
"You less know how to value her desert","REGAN"
"Than she to scant her duty.","REGAN"
"  Say? How is that?","LEAR"
"I cannot think my sister in the least","REGAN"
"Would fail her obligation. If, sir, perchance","REGAN"
"She have restrained the riots of your followers,","REGAN"
"'Tis on such ground and to such wholesome end","REGAN"
"As clears her from all blame.","REGAN"
"  My curses on her.","LEAR"
"  O sir, you are old.","REGAN"
"Nature in you stands on the very verge","REGAN"
"Of his confine. You should be ruled and led","REGAN"
"By some discretion that discerns your state","REGAN"
"Better than you yourself. Therefore, I pray you","REGAN"
"That to our sister you do make return.","REGAN"
"Say you have wronged her.","REGAN"
"  Ask her forgiveness?","LEAR"
"Do you but mark how this becomes the house:","LEAR"
"Dear daughter, I confess that I am old.
Age is unnecessary. On my knees I beg
That you'll vouchsafe me raiment, bed, and food.","LEAR"
"Good sir, no more. These are unsightly tricks.","REGAN"
"Return you to my sister.","REGAN"
",   Never, Regan.","LEAR"
"She hath abated me of half my train,","LEAR"
"Looked black upon me, struck me with her tongue","LEAR"
"Most serpentlike upon the very heart.","LEAR"
"All the stored vengeances of heaven fall","LEAR"
"On her ingrateful top! Strike her young bones,","LEAR"
"You taking airs, with lameness!","LEAR"
"  Fie, sir, fie!","CORNWALL"
"You nimble lightnings, dart your blinding flames","LEAR"
"Into her scornful eyes! Infect her beauty,","LEAR"
"You fen-sucked fogs drawn by the powerful sun","LEAR"
"To fall and blister!","LEAR"
